text,language,label
!k0,fr,insult
!ko,fr,insult
!ko,fr,insult
1k0,fr,insult
1k0,fr,insult
1ko,fr,insult
1ko,fr,insult
ik0,fr,insult
ik0,fr,insult
iko,fr,insult
iko,fr,insult
r@u,fr,insult
rau,fr,insult
@ch3u,fr,insult
@cheu,fr,insult
@v3tt,fr,insult
@vett,fr,insult
0p3tt,fr,insult
0pett,fr,insult
ach3u,fr,insult
âch3u,fr,insult
acheu,fr,insult
âcheu,fr,insult
av3tt,fr,insult
avett,fr,insult
op3tt,fr,insult
opett,fr,insult
!53r@bl,fr,insult
!53rabl,fr,insult
!5ér@bl,fr,insult
!5er@bl,fr,insult
!5ér@bl,fr,insult
!5erabl,fr,insult
!5érabl,fr,insult
!5erabl,fr,insult
!5érabl,fr,insult
!cht,fr,insult
!cht,fr,insult
!n@bl,fr,insult
!n@bl,fr,insult
!nabl,fr,insult
!nabl,fr,insult
!nu,fr,insult
!nu,fr,insult
!s3r@bl,fr,insult
!s3rabl,fr,insult
!ser@bl,fr,insult
!sér@bl,fr,insult
!ser@bl,fr,insult
!sér@bl,fr,insult
!serabl,fr,insult
!sérabl,fr,insult
!serabl,fr,insult
!sérabl,fr,insult
@g0,fr,insult
@go,fr,insult
@k0um,fr,insult
@k0um,fr,insult
@k0um,fr,insult
@koum,fr,insult
@koum,fr,insult
@koum,fr,insult
@nch,fr,insult
@nch,fr,insult
@ng3-m3rd,fr,insult
@nge-merd,fr,insult
@rch@nd0,fr,insult
@rch@ndo,fr,insult
@rg0u!ll!5t,fr,insult
@rg0u!ll!5t,fr,insult
@rg0u!ll!st,fr,insult
@rg0u!ll!st,fr,insult
@rg0u1ll15t,fr,insult
@rg0u1ll15t,fr,insult
@rg0u1ll1st,fr,insult
@rg0u1ll1st,fr,insult
@rg0uilli5t,fr,insult
@rg0uilli5t,fr,insult
@rg0uillist,fr,insult
@rg0uillist,fr,insult
@rgou!ll!5t,fr,insult
@rgou!ll!5t,fr,insult
@rgou!ll!st,fr,insult
@rgou!ll!st,fr,insult
@rgou1ll15t,fr,insult
@rgou1ll15t,fr,insult
@rgou1ll1st,fr,insult
@rgou1ll1st,fr,insult
@rgouilli5t,fr,insult
@rgouilli5t,fr,insult
@rgouillist,fr,insult
@rgouillist,fr,insult
@uv!3tt,fr,insult
@uv!ett,fr,insult
@uv13tt,fr,insult
@uv1ett,fr,insult
@uvi3tt,fr,insult
@uviett,fr,insult
0!n@!ll,fr,insult
0!n@!ll,fr,insult
0!n5-qu3-r!3,fr,insult
0!n5-que-r!e,fr,insult
0!na!ll,fr,insult
0!na!ll,fr,insult
0!ns-qu3-r!3,fr,insult
0!ns-que-r!e,fr,insult
01n@1ll,fr,insult
01n@1ll,fr,insult
01n5-qu3-r13,fr,insult
01n5-que-r1e,fr,insult
01na1ll,fr,insult
01na1ll,fr,insult
01ns-qu3-r13,fr,insult
01ns-que-r1e,fr,insult
0in@ill,fr,insult
0in@ill,fr,insult
0in5-qu3-ri3,fr,insult
0in5-que-rie,fr,insult
0inaill,fr,insult
0inaill,fr,insult
0ins-qu3-ri3,fr,insult
0ins-que-rie,fr,insult
0n@c@!ll,fr,insult
0n@c@!ll,fr,insult
0n@c@1ll,fr,insult
0n@c@1ll,fr,insult
0n@c@ill,fr,insult
0n@c@ill,fr,insult
0naca!ll,fr,insult
0naca!ll,fr,insult
0naca1ll,fr,insult
0naca1ll,fr,insult
0nacaill,fr,insult
0nacaill,fr,insult
0r!c@u,fr,insult
0r!cau,fr,insult
0r1c@u,fr,insult
0r1cau,fr,insult
0ric@u,fr,insult
0ricau,fr,insult
153r@bl,fr,insult
153rabl,fr,insult
15er@bl,fr,insult
15ér@bl,fr,insult
15er@bl,fr,insult
15ér@bl,fr,insult
15erabl,fr,insult
15érabl,fr,insult
15erabl,fr,insult
15érabl,fr,insult
1cht,fr,insult
1cht,fr,insult
1n@bl,fr,insult
1n@bl,fr,insult
1nabl,fr,insult
1nabl,fr,insult
1nu,fr,insult
1nu,fr,insult
1s3r@bl,fr,insult
1s3rabl,fr,insult
1ser@bl,fr,insult
1sér@bl,fr,insult
1ser@bl,fr,insult
1sér@bl,fr,insult
1serabl,fr,insult
1sérabl,fr,insult
1serabl,fr,insult
1sérabl,fr,insult
3rd@!ll0,fr,insult
3rd@!ll,fr,insult
3rd@!llo,fr,insult
3rd@1ll0,fr,insult
3rd@1ll,fr,insult
3rd@1llo,fr,insult
3rd@ill0,fr,insult
3rd@ill,fr,insult
3rd@illo,fr,insult
3rd0u!ll@r,fr,insult
3rd0u!llar,fr,insult
3rd0u1ll@r,fr,insult
3rd0u1llar,fr,insult
3rd0uill@r,fr,insult
3rd0uillar,fr,insult
3rd,fr,insult
3rd3u,fr,insult
3rda!ll0,fr,insult
3rda!ll,fr,insult
3rda!llo,fr,insult
3rda1ll0,fr,insult
3rda1ll,fr,insult
3rda1llo,fr,insult
3rdaill0,fr,insult
3rdaill,fr,insult
3rdaillo,fr,insult
3rdou!ll@r,fr,insult
3rdou!llar,fr,insult
3rdou1ll@r,fr,insult
3rdou1llar,fr,insult
3rdouill@r,fr,insult
3rdouillar,fr,insult
ag0,fr,insult
ago,fr,insult
ak0um,fr,insult
ak0um,fr,insult
ak0um,fr,insult
akoum,fr,insult
akoum,fr,insult
akoum,fr,insult
anch,fr,insult
anch,fr,insult
ang3-m3rd,fr,insult
ange-merd,fr,insult
archand0,fr,insult
archando,fr,insult
arg0u!ll!5t,fr,insult
arg0u!ll!5t,fr,insult
arg0u!ll!st,fr,insult
arg0u!ll!st,fr,insult
arg0u1ll15t,fr,insult
arg0u1ll15t,fr,insult
arg0u1ll1st,fr,insult
arg0u1ll1st,fr,insult
arg0uilli5t,fr,insult
arg0uilli5t,fr,insult
arg0uillist,fr,insult
arg0uillist,fr,insult
argou!ll!5t,fr,insult
argou!ll!5t,fr,insult
argou!ll!st,fr,insult
argou!ll!st,fr,insult
argou1ll15t,fr,insult
argou1ll15t,fr,insult
argou1ll1st,fr,insult
argou1ll1st,fr,insult
argouilli5t,fr,insult
argouilli5t,fr,insult
argouillist,fr,insult
argouillist,fr,insult
auv!3tt,fr,insult
auv!ett,fr,insult
auv13tt,fr,insult
auv1ett,fr,insult
auvi3tt,fr,insult
auviett,fr,insult
erd@!ll0,fr,insult
erd@!ll,fr,insult
erd@!llo,fr,insult
erd@1ll0,fr,insult
erd@1ll,fr,insult
erd@1llo,fr,insult
erd@ill0,fr,insult
erd@ill,fr,insult
erd@illo,fr,insult
erd0u!ll@r,fr,insult
erd0u!llar,fr,insult
erd0u1ll@r,fr,insult
erd0u1llar,fr,insult
erd0uill@r,fr,insult
erd0uillar,fr,insult
erda!ll0,fr,insult
erda!ll,fr,insult
erda!llo,fr,insult
erda1ll0,fr,insult
erda1ll,fr,insult
erda1llo,fr,insult
erdaill0,fr,insult
erdaill,fr,insult
erdaillo,fr,insult
erd,fr,insult
erdeu,fr,insult
erdou!ll@r,fr,insult
erdou!llar,fr,insult
erdou1ll@r,fr,insult
erdou1llar,fr,insult
erdouill@r,fr,insult
erdouillar,fr,insult
i53r@bl,fr,insult
i53rabl,fr,insult
i5er@bl,fr,insult
i5ér@bl,fr,insult
i5er@bl,fr,insult
i5ér@bl,fr,insult
i5erabl,fr,insult
i5érabl,fr,insult
i5erabl,fr,insult
i5érabl,fr,insult
icht,fr,insult
icht,fr,insult
in@bl,fr,insult
in@bl,fr,insult
inabl,fr,insult
inabl,fr,insult
inu,fr,insult
inu,fr,insult
is3r@bl,fr,insult
is3rabl,fr,insult
iser@bl,fr,insult
isér@bl,fr,insult
iser@bl,fr,insult
isér@bl,fr,insult
iserabl,fr,insult
isérabl,fr,insult
iserabl,fr,insult
isérabl,fr,insult
o!n@!ll,fr,insult
o!n@!ll,fr,insult
o!n5-qu3-r!3,fr,insult
o!n5-que-r!e,fr,insult
o!na!ll,fr,insult
o!na!ll,fr,insult
o!ns-qu3-r!3,fr,insult
o!ns-que-r!e,fr,insult
o1n@1ll,fr,insult
o1n@1ll,fr,insult
o1n5-qu3-r13,fr,insult
o1n5-que-r1e,fr,insult
o1na1ll,fr,insult
o1na1ll,fr,insult
o1ns-qu3-r13,fr,insult
o1ns-que-r1e,fr,insult
oin@ill,fr,insult
oin@ill,fr,insult
oin5-qu3-ri3,fr,insult
oin5-que-rie,fr,insult
oinaill,fr,insult
oinaill,fr,insult
oins-qu3-ri3,fr,insult
oins-que-rie,fr,insult
on@c@!ll,fr,insult
on@c@!ll,fr,insult
on@c@1ll,fr,insult
on@c@1ll,fr,insult
on@c@ill,fr,insult
on@c@ill,fr,insult
onaca!ll,fr,insult
onaca!ll,fr,insult
onaca1ll,fr,insult
onaca1ll,fr,insult
onacaill,fr,insult
onacaill,fr,insult
or!c@u,fr,insult
or!cau,fr,insult
or1c@u,fr,insult
or1cau,fr,insult
oric@u,fr,insult
oricau,fr,insult
!@!53u,fr,insult
!@!5eu,fr,insult
!@!s3u,fr,insult
!@!seu,fr,insult
!@,fr,insult
!@k0u,fr,insult
!@k0u,fr,insult
!@k0u,fr,insult
!@kou,fr,insult
!@kou,fr,insult
!@kou,fr,insult
!a!53u,fr,insult
!a!5eu,fr,insult
!a!s3u,fr,insult
!a!seu,fr,insult
!a,fr,insult
!ak0u,fr,insult
!ak0u,fr,insult
!ak0u,fr,insult
!akou,fr,insult
!akou,fr,insult
!akou,fr,insult
!qu,fr,insult
!qu3,fr,insult
!qu,fr,insult
!que,fr,insult
@s,fr,insult
@s,fr,insult
@z,fr,insult
@z,fr,insult
1@153u,fr,insult
1@15eu,fr,insult
1@1s3u,fr,insult
1@1seu,fr,insult
1@,fr,insult
1@k0u,fr,insult
1@k0u,fr,insult
1@k0u,fr,insult
1@kou,fr,insult
1@kou,fr,insult
1@kou,fr,insult
1a153u,fr,insult
1a15eu,fr,insult
1a1s3u,fr,insult
1a1seu,fr,insult
1a,fr,insult
1ak0u,fr,insult
1ak0u,fr,insult
1ak0u,fr,insult
1akou,fr,insult
1akou,fr,insult
1akou,fr,insult
1qu,fr,insult
1qu3,fr,insult
1qu,fr,insult
1que,fr,insult
3gr,fr,insult
3gr,fr,insult
as,fr,insult
as,fr,insult
az,fr,insult
az,fr,insult
egr,fr,insult
égr,fr,insult
egr,fr,insult
égr,fr,insult
i@,fr,insult
i@i53u,fr,insult
i@i5eu,fr,insult
i@is3u,fr,insult
i@iseu,fr,insult
i@k0u,fr,insult
i@k0u,fr,insult
i@k0u,fr,insult
i@kou,fr,insult
i@kou,fr,insult
i@kou,fr,insult
ia,fr,insult
iai53u,fr,insult
iai5eu,fr,insult
iais3u,fr,insult
iaiseu,fr,insult
iak0u,fr,insult
iak0u,fr,insult
iak0u,fr,insult
iakou,fr,insult
iakou,fr,insult
iakou,fr,insult
iqu,fr,insult
iqu3,fr,insult
iqu,fr,insult
ique,fr,insult
T,fr,insult
!550,fr,insult
!55o,fr,insult
!gn0u,fr,insult
!gnou,fr,insult
!ss0,fr,insult
!sso,fr,insult
@k0,fr,insult
@k0,fr,insult
@ko,fr,insult
@ko,fr,insult
@n0ufl,fr,insult
@n0ufl,fr,insult
@noufl,fr,insult
@noufl,fr,insult
@t@r!,fr,insult
@t@r1,fr,insult
@t@ri,fr,insult
0rc@,fr,insult
0rc@55,fr,insult
0rc@55,fr,insult
0rc@,fr,insult
0rc@ss,fr,insult
0rc@ss,fr,insult
0rca,fr,insult
0rca55,fr,insult
0rca55,fr,insult
0rca,fr,insult
0rcass,fr,insult
0rcass,fr,insult
0uc@,fr,insult
0uca,fr,insult
0u,fr,insult
0uf!@55,fr,insult
0uf!@55,fr,insult
0uf!@ss,fr,insult
0uf!@ss,fr,insult
0uf!a55,fr,insult
0uf!a55,fr,insult
0uf!ass,fr,insult
0uf!ass,fr,insult
0uf1@55,fr,insult
0uf1@55,fr,insult
0uf1@ss,fr,insult
0uf1@ss,fr,insult
0uf1a55,fr,insult
0uf1a55,fr,insult
0uf1ass,fr,insult
0uf1ass,fr,insult
0uff!@55,fr,insult
0uff!@55,fr,insult
0uff!@ss,fr,insult
0uff!@ss,fr,insult
0uff!a55,fr,insult
0uff!a55,fr,insult
0uff!ass,fr,insult
0uff!ass,fr,insult
0uff1@55,fr,insult
0uff1@55,fr,insult
0uff1@ss,fr,insult
0uff1@ss,fr,insult
0uff1a55,fr,insult
0uff1a55,fr,insult
0uff1ass,fr,insult
0uff1ass,fr,insult
0uffi@55,fr,insult
0uffi@55,fr,insult
0uffi@ss,fr,insult
0uffi@ss,fr,insult
0uffia55,fr,insult
0uffia55,fr,insult
0uffiass,fr,insult
0uffiass,fr,insult
0ufi@55,fr,insult
0ufi@55,fr,insult
0ufi@ss,fr,insult
0ufi@ss,fr,insult
0ufia55,fr,insult
0ufia55,fr,insult
0ufiass,fr,insult
0ufiass,fr,insult
0und,fr,insult
0und,fr,insult
0und,fr,insult
0urr!tur,fr,insult
0urr!tur,fr,insult
0urr1tur,fr,insult
0urr1tur,fr,insult
0urritur,fr,insult
0urritur,fr,insult
1550,fr,insult
155o,fr,insult
1gn0u,fr,insult
1gnou,fr,insult
1mbêch,fr,insult
1mbêch,fr,insult
1ss0,fr,insult
1ss3u,fr,insult
1sseu,fr,insult
1sso,fr,insult
3cqu,fr,insult
3d@l,fr,insult
3d0qu,fr,insult
3d,fr,insult
3dal,fr,insult
3doqu,fr,insult
3qu3n@u,fr,insult
3qu3nau,fr,insult
3,fr,insult
3t@55,fr,insult
3t@ss,fr,insult
3t3u,fr,insult
3ta55,fr,insult
3tass,fr,insult
ak0,fr,insult
ak0,fr,insult
ako,fr,insult
ako,fr,insult
an0ufl,fr,insult
an0ufl,fr,insult
anoufl,fr,insult
anoufl,fr,insult
atar!,fr,insult
atar1,fr,insult
atari,fr,insult
,fr,insult
ecqu,fr,insult
ed@l,fr,insult
éd@l,fr,insult
ed@l,fr,insult
éd@l,fr,insult
ed0qu,fr,insult
éd0qu,fr,insult
ed0qu,fr,insult
éd0qu,fr,insult
edal,fr,insult
édal,fr,insult
edal,fr,insult
édal,fr,insult
ed,fr,insult
éd,fr,insult
edoqu,fr,insult
édoqu,fr,insult
edoqu,fr,insult
édoqu,fr,insult
equ3n@u,fr,insult
équ3n@u,fr,insult
equ3nau,fr,insult
équ3nau,fr,insult
equen@u,fr,insult
équen@u,fr,insult
equenau,fr,insult
équenau,fr,insult
e,fr,insult
ét@55,fr,insult
et@55,fr,insult
ét@55,fr,insult
et@ss,fr,insult
ét@ss,fr,insult
et@ss,fr,insult
ét@ss,fr,insult
eta55,fr,insult
éta55,fr,insult
eta55,fr,insult
éta55,fr,insult
etass,fr,insult
étass,fr,insult
etass,fr,insult
étass,fr,insult
eteu,fr,insult
éteu,fr,insult
i550,fr,insult
i55o,fr,insult
ign0u,fr,insult
ignou,fr,insult
imbêch,fr,insult
imbêch,fr,insult
iss0,fr,insult
iss3u,fr,insult
isseu,fr,insult
isso,fr,insult
l0u,fr,insult
l3utr,fr,insult
leutr,fr,insult
lou,fr,insult
orc@,fr,insult
orc@55,fr,insult
orc@55,fr,insult
orc@,fr,insult
orc@ss,fr,insult
orc@ss,fr,insult
orca,fr,insult
orca55,fr,insult
orca55,fr,insult
orca,fr,insult
orcass,fr,insult
orcass,fr,insult
ouc@,fr,insult
ouca,fr,insult
ou,fr,insult
ouf!@55,fr,insult
ouf!@55,fr,insult
ouf!@ss,fr,insult
ouf!@ss,fr,insult
ouf!a55,fr,insult
ouf!a55,fr,insult
ouf!ass,fr,insult
ouf!ass,fr,insult
ouf1@55,fr,insult
ouf1@55,fr,insult
ouf1@ss,fr,insult
ouf1@ss,fr,insult
ouf1a55,fr,insult
ouf1a55,fr,insult
ouf1ass,fr,insult
ouf1ass,fr,insult
ouff!@55,fr,insult
ouff!@55,fr,insult
ouff!@ss,fr,insult
ouff!@ss,fr,insult
ouff!a55,fr,insult
ouff!a55,fr,insult
ouff!ass,fr,insult
ouff!ass,fr,insult
ouff1@55,fr,insult
ouff1@55,fr,insult
ouff1@ss,fr,insult
ouff1@ss,fr,insult
ouff1a55,fr,insult
ouff1a55,fr,insult
ouff1ass,fr,insult
ouff1ass,fr,insult
ouffi@55,fr,insult
ouffi@55,fr,insult
ouffi@ss,fr,insult
ouffi@ss,fr,insult
ouffia55,fr,insult
ouffia55,fr,insult
ouffiass,fr,insult
ouffiass,fr,insult
oufi@55,fr,insult
oufi@55,fr,insult
oufi@ss,fr,insult
oufi@ss,fr,insult
oufia55,fr,insult
oufia55,fr,insult
oufiass,fr,insult
oufiass,fr,insult
ound,fr,insult
ound,fr,insult
ound,fr,insult
ourr!tur,fr,insult
ourr!tur,fr,insult
ourr1tur,fr,insult
ourr1tur,fr,insult
ourritur,fr,insult
ourritur,fr,insult
un@!5,fr,insult
un@!5,fr,insult
un@!s,fr,insult
un@!s,fr,insult
un@15,fr,insult
un@15,fr,insult
un@1s,fr,insult
un@1s,fr,insult
un@i5,fr,insult
un@i5,fr,insult
un@is,fr,insult
un@is,fr,insult
una!5,fr,insult
una!5,fr,insult
una!s,fr,insult
una!s,fr,insult
una15,fr,insult
una15,fr,insult
una1s,fr,insult
una1s,fr,insult
unai5,fr,insult
unai5,fr,insult
unais,fr,insult
unais,fr,insult
ut!,fr,insult
ut@!,fr,insult
ut@1,fr,insult
ut@i,fr,insult
ut1,fr,insult
ut,fr,insult
uta!,fr,insult
uta1,fr,insult
utai,fr,insult
ut,fr,insult
uti,fr,insult
u3ut@r,fr,insult
u3utar,fr,insult
ueut@r,fr,insult
ueutar,fr,insult
!p0p3,fr,insult
!p0pe,fr,insult
!p0pé,fr,insult
!p0pe,fr,insult
!p0pé,fr,insult
!pop3,fr,insult
!pope,fr,insult
!popé,fr,insult
!pope,fr,insult
!popé,fr,insult
@clur,fr,insult
@clur,fr,insult
@t0,fr,insult
@to,fr,insult
05b!,fr,insult
05b1,fr,insult
05bi,fr,insult
0b35p!3rr0,fr,insult
0b35p13rr0,fr,insult
0b35pi3rr0,fr,insult
0b3sp!3rr0,fr,insult
0b3sp13rr0,fr,insult
0b3spi3rr0,fr,insult
0be5p!err0,fr,insult
0be5p1err0,fr,insult
0be5pierr0,fr,insult
0besp!err0,fr,insult
0besp1err0,fr,insult
0bespierr0,fr,insult
0sb!,fr,insult
0sb1,fr,insult
0sbi,fr,insult
0ulur,fr,insult
0ulur,fr,insult
1p0p3,fr,insult
1p0pe,fr,insult
1p0pé,fr,insult
1p0pe,fr,insult
1p0pé,fr,insult
1pop3,fr,insult
1pope,fr,insult
1popé,fr,insult
1pope,fr,insult
1popé,fr,insult
aclur,fr,insult
aclur,fr,insult
at0,fr,insult
ato,fr,insult
ip0p3,fr,insult
ip0pe,fr,insult
ip0pé,fr,insult
ip0pe,fr,insult
ip0pé,fr,insult
ipop3,fr,insult
ipope,fr,insult
ipopé,fr,insult
ipope,fr,insult
ipopé,fr,insult
o5b!,fr,insult
o5b1,fr,insult
o5bi,fr,insult
ob35p!3rro,fr,insult
ob35p13rro,fr,insult
ob35pi3rro,fr,insult
ob3sp!3rro,fr,insult
ob3sp13rro,fr,insult
ob3spi3rro,fr,insult
obe5p!erro,fr,insult
obe5p1erro,fr,insult
obe5pierro,fr,insult
obesp!erro,fr,insult
obesp1erro,fr,insult
obespierro,fr,insult
osb!,fr,insult
osb1,fr,insult
osbi,fr,insult
oulur,fr,insult
oulur,fr,insult
@g0u!,fr,insult
@g0u1,fr,insult
@g0ui,fr,insult
@gou!,fr,insult
@gou1,fr,insult
@goui,fr,insult
@l@u,fr,insult
@l0,fr,insult
@l0p@r,fr,insult
@l0p,fr,insult
@l0p3r1,fr,insult
@l0p3ri,fr,insult
@l0p,fr,insult
@l,fr,insult
@l,fr,insult
@lo,fr,insult
@lop@r,fr,insult
@lop,fr,insult
@lop3ri,fr,insult
@lop,fr,insult
@loperi,fr,insult
@tr0u!ll,fr,insult
@tr0u!ll,fr,insult
@tr0u1ll,fr,insult
@tr0u1ll,fr,insult
@tr0uill,fr,insult
@tr0uill,fr,insult
@trou!ll,fr,insult
@trou!ll,fr,insult
@trou1ll,fr,insult
@trou1ll,fr,insult
@trouill,fr,insult
@trouill,fr,insult
0tt!s3u,fr,insult
0tt!seu,fr,insult
0tt1s3u,fr,insult
0tt1seu,fr,insult
0ttis3u,fr,insult
0ttiseu,fr,insult
0us-m3rd,fr,insult
0us-merd,fr,insult
3nt-l@-p!ss,fr,insult
3nt-l@-p1ss,fr,insult
3nt-l@-piss,fr,insult
3nt-la-p!ss,fr,insult
3nt-la-p1ss,fr,insult
3nt-la-piss,fr,insult
ag0u!,fr,insult
ag0u1,fr,insult
ag0ui,fr,insult
agou!,fr,insult
agou1,fr,insult
agoui,fr,insult
al0,fr,insult
al0p,fr,insult
al0par,fr,insult
al0p,fr,insult
al0peri,fr,insult
al,fr,insult
alau,fr,insult
al,fr,insult
alo,fr,insult
alop,fr,insult
alop3ri,fr,insult
alopar,fr,insult
alop,fr,insult
aloper1,fr,insult
aloperi,fr,insult
atr0u!ll,fr,insult
atr0u!ll,fr,insult
atr0u1ll,fr,insult
atr0u1ll,fr,insult
atr0uill,fr,insult
atr0uill,fr,insult
atrou!ll,fr,insult
atrou!ll,fr,insult
atrou1ll,fr,insult
atrou1ll,fr,insult
atrouill,fr,insult
atrouill,fr,insult
chb3,fr,insult
chbe,fr,insult
chl3,fr,insult
chle,fr,insult
chn0,fr,insult
chn0c,fr,insult
chn0qu,fr,insult
chn0qu,fr,insult
chno,fr,insult
chnoc,fr,insult
chnoqu,fr,insult
chnoqu,fr,insult
ent-l@-p!ss,fr,insult
ent-l@-p1ss,fr,insult
ent-l@-piss,fr,insult
ent-la-p!ss,fr,insult
ent-la-p1ss,fr,insult
ent-la-piss,fr,insult
ott!s3u,fr,insult
ott!seu,fr,insult
ott1s3u,fr,insult
ott1seu,fr,insult
ottis3u,fr,insult
ottiseu,fr,insult
ous-m3rd,fr,insult
ous-merd,fr,insult
t3@r!qu,fr,insult
t3@r1qu,fr,insult
t3@riqu,fr,insult
t3ar!qu,fr,insult
t3ar1qu,fr,insult
t3ariqu,fr,insult
te@r!qu,fr,insult
té@r!qu,fr,insult
te@r!qu,fr,insult
té@r!qu,fr,insult
te@r1qu,fr,insult
té@r1qu,fr,insult
te@r1qu,fr,insult
té@r1qu,fr,insult
te@riqu,fr,insult
té@riqu,fr,insult
te@riqu,fr,insult
té@riqu,fr,insult
tear!qu,fr,insult
téar!qu,fr,insult
tear!qu,fr,insult
téar!qu,fr,insult
tear1qu,fr,insult
téar1qu,fr,insult
tear1qu,fr,insult
téar1qu,fr,insult
teariqu,fr,insult
téariqu,fr,insult
teariqu,fr,insult
téariqu,fr,insult
@f!0l,fr,insult
@f!0l,fr,insult
@f!ol,fr,insult
@f!ol,fr,insult
@f10l,fr,insult
@f10l,fr,insult
@f1ol,fr,insult
@f1ol,fr,insult
@fi0l,fr,insult
@fi0l,fr,insult
@fiol,fr,insult
@fiol,fr,insult
@nt0u53r!,fr,insult
@nt0u53r1,fr,insult
@nt0u53ri,fr,insult
@nt0u5er!,fr,insult
@nt0u5er1,fr,insult
@nt0u5eri,fr,insult
@nt0us3r!,fr,insult
@nt0us3r1,fr,insult
@nt0us3ri,fr,insult
@nt0user!,fr,insult
@nt0user1,fr,insult
@nt0useri,fr,insult
@nt0uz,fr,insult
@nt0uz,fr,insult
@ntou53r!,fr,insult
@ntou53r1,fr,insult
@ntou53ri,fr,insult
@ntou5er!,fr,insult
@ntou5er1,fr,insult
@ntou5eri,fr,insult
@ntous3r!,fr,insult
@ntous3r1,fr,insult
@ntous3ri,fr,insult
@ntouser!,fr,insult
@ntouser1,fr,insult
@ntouseri,fr,insult
@ntouz,fr,insult
@ntouz,fr,insult
@p3tt,fr,insult
@pett,fr,insult
@rl0uz,fr,insult
@rl0uz,fr,insult
@rlouz,fr,insult
@rlouz,fr,insult
0c@r,fr,insult
0car,fr,insult
3b,fr,insult
3b,fr,insult
3b,fr,insult
3t3u,fr,insult
3ub,fr,insult
3ub,fr,insult
3ub,fr,insult
af!0l,fr,insult
af!0l,fr,insult
af!ol,fr,insult
af!ol,fr,insult
af10l,fr,insult
af10l,fr,insult
af1ol,fr,insult
af1ol,fr,insult
afi0l,fr,insult
afi0l,fr,insult
afiol,fr,insult
afiol,fr,insult
ant0u53r!,fr,insult
ant0u53r1,fr,insult
ant0u53ri,fr,insult
ant0u5er!,fr,insult
ant0u5er1,fr,insult
ant0u5eri,fr,insult
ant0us3r!,fr,insult
ant0us3r1,fr,insult
ant0us3ri,fr,insult
ant0user!,fr,insult
ant0user1,fr,insult
ant0useri,fr,insult
ant0uz,fr,insult
ant0uz,fr,insult
antou53r!,fr,insult
antou53r1,fr,insult
antou53ri,fr,insult
antou5er!,fr,insult
antou5er1,fr,insult
antou5eri,fr,insult
antous3r!,fr,insult
antous3r1,fr,insult
antous3ri,fr,insult
antouser!,fr,insult
antouser1,fr,insult
antouseri,fr,insult
antouz,fr,insult
antouz,fr,insult
ap3tt,fr,insult
apett,fr,insult
arl0uz,fr,insult
arl0uz,fr,insult
arlouz,fr,insult
arlouz,fr,insult
eb,fr,insult
eb,fr,insult
et3u,fr,insult
ét3u,fr,insult
eteu,fr,insult
éteu,fr,insult
eub,fr,insult
eub,fr,insult
oc@r,fr,insult
ocar,fr,insult
r@!n3,fr,insult
r@!ne,fr,insult
r@1n3,fr,insult
r@1ne,fr,insult
r@in3,fr,insult
r@în3,fr,insult
r@îne,fr,insult
r@îné,fr,insult
r@ine,fr,insult
r@îne,fr,insult
r@îné,fr,insult
r0udu,fr,insult
ra!n3,fr,insult
ra!ne,fr,insult
ra1n3,fr,insult
ra1ne,fr,insult
rain3,fr,insult
raîn3,fr,insult
raîne,fr,insult
raîné,fr,insult
raine,fr,insult
raîne,fr,insult
raîné,fr,insult
roudu,fr,insult
ru!@55,fr,insult
ru!@55,fr,insult
ru!@ss,fr,insult
ru!@ss,fr,insult
ru!a55,fr,insult
ru!a55,fr,insult
ru!ass,fr,insult
ru!ass,fr,insult
ru1@55,fr,insult
ru1@55,fr,insult
ru1@ss,fr,insult
ru1@ss,fr,insult
ru1a55,fr,insult
ru1a55,fr,insult
ru1ass,fr,insult
ru1ass,fr,insult
rui@55,fr,insult
rui@55,fr,insult
rui@ss,fr,insult
rui@ss,fr,insult
ruia55,fr,insult
ruia55,fr,insult
ruiass,fr,insult
ruiass,fr,insult
!3d@5,fr,insult
!3d@s,fr,insult
!3da5,fr,insult
!3das,fr,insult
!3,fr,insult
!d3-c0u!ll3,fr,insult
!d3-c0u!ll3,fr,insult
!d3-cou!ll3,fr,insult
!d3-cou!ll3,fr,insult
!de-c0u!lle,fr,insult
!de-c0u!lle,fr,insult
!de-cou!lle,fr,insult
!de-cou!lle,fr,insult
!éd@5,fr,insult
!ed@5,fr,insult
!éd@5,fr,insult
!ed@s,fr,insult
!éd@s,fr,insult
!ed@s,fr,insult
!éd@s,fr,insult
!eda5,fr,insult
!éda5,fr,insult
!eda5,fr,insult
!éda5,fr,insult
!edas,fr,insult
!édas,fr,insult
!edas,fr,insult
!édas,fr,insult
!e,fr,insult
@ur!3,fr,insult
@ur!e,fr,insult
@ur13,fr,insult
@ur1e,fr,insult
@uri3,fr,insult
@urie,fr,insult
13d@5,fr,insult
13d@s,fr,insult
13da5,fr,insult
13das,fr,insult
13,fr,insult
1d3-c0u1ll3,fr,insult
1d3-c0u1ll3,fr,insult
1d3-cou1ll3,fr,insult
1d3-cou1ll3,fr,insult
1de-c0u1lle,fr,insult
1de-c0u1lle,fr,insult
1de-cou1lle,fr,insult
1de-cou1lle,fr,insult
1ed@5,fr,insult
1éd@5,fr,insult
1ed@5,fr,insult
1éd@5,fr,insult
1ed@s,fr,insult
1éd@s,fr,insult
